id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment
7457128838692537110,2025-01-07 11:09:02,Gut und was ist mit den syrischen Bürgern die hier noch nie gearbeitet haben und somit auch keinen Beitrag leisten sollen wir die weiter durchfüttern ,2,0,7457117400761175318,7457117400761175318,positive
7457122396542796566,2025-01-07 10:44:00,Schönredner,2,0,7457117400761175318,7457117400761175318,positive
7457119960654496545,2025-01-07 10:34:41,wer soll das noch glauben die Bürger haben Augen im Kopfich kenne keinen einzigen der hier arbeitet,2,11,7457117400761175318,7457117400761175318,neutral
7461974935403348758,2025-01-20 12:35:17,Herr Audretsch wenn sie auch nur ein Fünkchen Anstand haben geben Sie Ihren Listenplatz nun zurück ja  Aber Grüne kennen wohl keine Moral oder wie ,1,0,7457117400761175318,7457117400761175318,neutral
7457202538773840662,2025-01-07 15:54:40,Ein Drittel arbeiten hier nicht und werden von Steuergeldern finanziert ,1,0,7457117400761175318,7457117400761175318,neutral
7457176797328917270,2025-01-07 14:15:00,"So ist das
TeamHabeck TeamRobert Habeck4Kanzler HabeckEffekt ",1,0,7457117400761175318,7457117400761175318,neutral
7457135948975981334,2025-01-07 11:36:23,Wer es neun Jahre hier aushält ohne zu fliehen hat es sich redlich verdient hier zu leben,1,0,7457117400761175318,7457117400761175318,neutral
7457129126726566678,2025-01-07 11:09:55,In welcher Firrma sollen die denn alle arbeiten Ich kenne keinensehe die nur in Gruppen auf der Straße rumlungern Wo gibt es diese Zahlen ,1,0,7457117400761175318,7457117400761175318,negative
7461627433297773314,2025-01-19 14:05:57,Was sagen Sie zu Herrn gelbhaar Wieso gibt es immer Skandale im engeren Kreis von habeck Und so einer will Kanzler werden,0,0,7457117400761175318,7457117400761175318,neutral
7457512878044889888,2025-01-08 11:59:04,Die grünen lügen sobald der Mund aufgeht,0,0,7457117400761175318,7457117400761175318,negative
7457191877813666565,2025-01-07 15:13:22,Ich habe in einem Monat mit erzieher_samuel 80000  verdient Wenn du auch so erfolgreich sein willst such nach Erzieher_Samuel hier und folge ihm,0,0,7457117400761175318,7457117400761175318,neutral
7457153404026143510,2025-01-07 12:44:16,Die Arbeiten will auch keiner zurück schicken,0,0,7457117400761175318,7457117400761175318,neutral
