id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment
7457537617112072982,2025-01-08 13:35:06,beide stimmen ,2,0,7457529003201580310,7457529003201580310,neutral
7457534252646302487,2025-01-08 13:21:56,dritte startbahn muss kommen sonst könnst den flughafen gleich dicht machen,2,2,7457529003201580310,7457529003201580310,neutral
7457553735973569302,2025-01-08 14:37:41,grün nein danke die 3 ist ok,1,0,7457529003201580310,7457529003201580310,negative
7457538854460211990,2025-01-08 13:39:48,nie wieder die grünen ,1,0,7457529003201580310,7457529003201580310,negative
7458080413530833686,2025-01-10 00:42:12,"weiter so  kämpft trotz wissen der nutzlosigkeit eurer partei  freu mich auf die wahlen 
dann habt ihr aus gekämpft ",0,0,7457529003201580310,7457529003201580310,negative
7457927772108964630,2025-01-09 14:49:07,niemals grüne niemals,0,0,7457529003201580310,7457529003201580310,negative
7457771543683744534,2025-01-09 04:43:50,wird zeit dass berlin wieder mit politikern besetzt wird mit kita hats ja nicht so funktioniert noch nicht mal trocken hinter den ohren,0,0,7457529003201580310,7457529003201580310,negative
7457559044536304406,2025-01-08 14:58:17,die ist doch unter der wiese schon lang gebaut,0,0,7457529003201580310,7457529003201580310,neutral
7457547548489089814,2025-01-08 14:13:31,ich würd mir echt wünschen dass ihr nicht sagt gegen was ihr seid sondern auch warum was ist an einer 3 startbahn schlecht,0,2,7457529003201580310,7457529003201580310,negative
7457207054954267414,2025-01-07 16:12:22,wichtig aufzeigen es die grünen in der ampel erreicht haben und wie es weiter gehen soll,1,0,7457203958616952066,7457203958616952066,neutral
7459090805073576736,2025-01-12 18:02:10,warum sollte sich die csu um china kümmern welche aussagen äußert china denn zu bayern,1,2,7457851608257334560,7457851608257334560,neutral
7459026138485228310,2025-01-12 13:51:17,ob sich die landesregierung bayerns um die menschenrechte in china kümmert die haben in etwa 100 mal mehr bürger das bevölkerungsreichste land,0,1,7457851608257334560,7457851608257334560,neutral
7488707616304562966,2025-04-02 13:30:27,wir wollen dich doch lieber mit 130 aufm fahrrad sehen dann ist der bundesradler schneller,2,0,7464524231309610273,7464524231309610273,neutral
7465412727945593623,2025-01-29 18:54:52,,1,0,7464524231309610273,7464524231309610273,negative
7465431589188125462,2025-01-29 20:07:55,mein tempolimit wäre bei 160 ,0,0,7464524231309610273,7464524231309610273,positive
7465341667450077974,2025-01-29 14:19:13,1 eching mit langem e nicht äching  2 tempolimit definitiv aber mit 120 machst dir nur feinde dann kommt wieder mimimi die grünen wollen uns alles wegnehmen lieber ein realistisches limit,0,1,7464524231309610273,7464524231309610273,negative
7465339994736149270,2025-01-29 14:12:36,"also tempolimit find ich auch sinnig aber keine 120
ich würde mich da auf 140 einigen können",0,0,7464524231309610273,7464524231309610273,negative
7464891309326009110,2025-01-28 09:11:58,wäre ja auch was neues wenn hr merz mal verbindlich wäre,1,0,7463418114282097952,7463418114282097952,negative
7464909674463724310,2025-01-28 10:23:19,,0,0,7463418114282097952,7463418114282097952,negative
