id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment
7472518174047863574,2025-02-17 22:27:36, die spd ist seit 2013 in der regierung nichts wurde besser nur schlimmer warum sollte sich ausgerechnet jetzt was ändern,2,0,7472121747169348886,7472121747169348886,negative
7473430159191081750,2025-02-20 09:26:42,spd ,1,0,7472121747169348886,7472121747169348886,negative
7473016978682512150,2025-02-19 06:44:04,spd nein danke,1,0,7472121747169348886,7472121747169348886,negative
7472828827820524310,2025-02-18 18:32:56,,1,0,7472121747169348886,7472121747169348886,negative
7472749817791808278,2025-02-18 13:26:50,die spd mag ich nicht sie hat uns so oft betrogen,1,0,7472121747169348886,7472121747169348886,negative
7472659683445392150,2025-02-18 07:37:21,,1,0,7472121747169348886,7472121747169348886,negative
7472333666921448194,2025-02-17 10:31:45,,1,0,7472121747169348886,7472121747169348886,negative
7473844014337639190,2025-02-21 12:12:30,spd nie wieder,0,0,7472121747169348886,7472121747169348886,negative
7473794269616292630,2025-02-21 09:00:02,die spd nein danke weil wen haben wir denn die explodierenden mietpreise zu verdanken denn spd und die grünen haben ja nur drei jahre gezeigt dass sie nicht willens sind daran was zu ändern,0,0,7472121747169348886,7472121747169348886,negative
7473517448182317846,2025-02-20 15:05:35,ausgetäumt olaf hat die linken als partner ausgeschlossen da bekommst der spd wähler merz als kanzler und span als superminister,0,0,7472121747169348886,7472121747169348886,negative
7473202123150181142,2025-02-19 18:41:35,von den alpen bis zur see alle wählen afd,0,0,7472121747169348886,7472121747169348886,positive
7473191370036445974,2025-02-19 17:59:47,euer kurze hat genug an die wand gefahrenund mit der wahrheit hat er es auch nicht sonein danke dann lieber ,0,0,7472121747169348886,7472121747169348886,neutral
7473182335431115542,2025-02-19 17:24:58,"niemals spd am 232 hat es sich ausgescholzt 
nur für ein besseres deutschland frieden freiheit demokratie",0,0,7472121747169348886,7472121747169348886,negative
7473017814875603734,2025-02-19 06:47:23,spd ,0,0,7472121747169348886,7472121747169348886,negative
7472991663494005526,2025-02-19 05:06:32,spd,0,0,7472121747169348886,7472121747169348886,negative
7472847207874593559,2025-02-18 19:44:18,spd,0,0,7472121747169348886,7472121747169348886,negative
7472835044831986454,2025-02-18 18:57:07,nie mehr spdu,0,0,7472121747169348886,7472121747169348886,negative
7472678688787956502,2025-02-18 08:51:11,niemals,0,0,7472121747169348886,7472121747169348886,negative
7472651675191280406,2025-02-18 07:05:55,spd spd spd spd spd spd spd spd spd spd spd spd spd spd spd spd spd spd spd spd spd spd spd spd,0,0,7472121747169348886,7472121747169348886,positive
7472312469534245654,2025-02-17 09:09:44,spdspdspd,0,0,7472121747169348886,7472121747169348886,negative
7472137494021899030,2025-02-16 21:50:22,deswegen wähle ich die afd für demokratie und sicherheit in deutschland ,1,0,7472090418306370838,7472090418306370838,neutral
7472148752875848470,2025-02-16 22:34:07,und sind die herzen grün und rot ist die wirtschaft endlich tot ,0,0,7472090418306370838,7472090418306370838,neutral
7471043727131018006,2025-02-13 23:06:30,das aktuelle zewgutachten zeigt dass die umverteilung von arm zu reich vor allem von cducsu fdp und afd gewollt ist wer das nicht will wählt besser spd grüne oder linke,2,0,7469889273185996054,7469889273185996054,neutral
7471043603760038678,2025-02-13 23:06:08,auch in der aktuellen zeit 072055 sind alle wahlprogramme hinsichtlich finanzieller mehrbelastungen verglichen die afd will die größten geschenke für die reichsten 10,2,0,7469889273185996054,7469889273185996054,neutral
7471239311745843990,2025-02-14 11:45:13,"




",0,0,7469889273185996054,7469889273185996054,negative
7471239238392234774,2025-02-14 11:45:11,die αfd will die vermögenssteυer für μυιtimiιιionäre αbbschαffen ist dαs gerecht gegenϋber normαιen αrbeitnehmern νοαfd,0,0,7469889273185996054,7469889273185996054,neutral
7469934890476274455,2025-02-10 23:24:14,warum haben wir keine medikamente hatten sie aber früher ,0,0,7469889273185996054,7469889273185996054,negative
7469887968599360278,2025-02-10 20:21:06,nur spd ,0,0,7469885755662421270,7469885755662421270,negative
7474533741856932630,2025-02-23 08:49:11,weg mit euch nur noch,0,0,7474356786183687446,7474356786183687446,negative
7474528523370496790,2025-02-23 08:28:49,und tschüss ,0,0,7474356786183687446,7474356786183687446,negative
7474481393004495638,2025-02-23 05:28:19,alles leere versprechungen,0,0,7474356786183687446,7474356786183687446,negative
7474384407353885462,2025-02-22 23:09:40,,0,0,7474356786183687446,7474356786183687446,negative
7474364233441346327,2025-02-22 21:51:19,,0,0,7474356786183687446,7474356786183687446,negative
7474291026552685334,2025-02-22 17:07:14,"
linke2025
",1,0,7474289364571360534,7474289364571360534,neutral
7480861265108648726,2025-03-12 10:02:46,,1,0,7474145632077368598,7474145632077368598,negative
7474636113324557078,2025-02-23 15:26:06,spd ,0,0,7474145632077368598,7474145632077368598,negative
7474209695243535126,2025-02-22 11:51:26,,0,0,7474145632077368598,7474145632077368598,negative
7474196652262572822,2025-02-22 11:00:53,,0,0,7474145632077368598,7474145632077368598,negative
7474171727611822870,2025-02-22 09:24:25,super lied nur spd ,0,0,7474145632077368598,7474145632077368598,positive
7474161569582596886,2025-02-22 08:45:16,ich würde direkt in die tasse brechen,0,0,7474145632077368598,7474145632077368598,negative
7473515747559473942,2025-02-20 14:58:49,ausgetäumt olaf hat die linken als partner ausgeschlossen da bekommst der spd wähler merz als kanzler und span als superminister,0,0,7473473935066008855,7473473935066008855,negative
