id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment
7458727295562679062,2025-01-11 18:32:08,wie wird das gegenfinanziert,36,0,7458704674120666390,7458704674120666390,neutral
7458814265329091350,2025-01-12 00:10:33,was ist mit rente,11,0,7458704674120666390,7458704674120666390,negative
7458917394699272982,2025-01-12 06:51:33,da muss man erst mal den richtigen koalitionspartner haben der das mit trägt,10,0,7458704674120666390,7458704674120666390,neutral
7458939968889029408,2025-01-12 08:17:19,kostenloses essen ist mega gut,9,0,7458704674120666390,7458704674120666390,positive
7458988066674656022,2025-01-12 11:23:35,5 wie wärs mit senken des steuersatzes dann endet die lohnspirale endlich 6 wie wärs mit bezahlbarem wohnraum dann bräuchte man auch nicht zwingend mehr lohn 7 mal weiter als bis zur tapete denk,7,0,7458704674120666390,7458704674120666390,neutral
7459025622384296726,2025-01-12 13:49:12,15 mindestlohn ja klingt wirklich toll ernsthaft aber dann sorgt auch dafür dass die preise nicht entsprechend in die höhe steigen und die arbeitgeber auch besser bezahlt werden mein chef kann,6,1,7458704674120666390,7458704674120666390,negative
7458961909259125537,2025-01-12 09:42:09,seit wann gibt es das,4,0,7458704674120666390,7458704674120666390,negative
7458889098859725590,2025-01-12 05:06:07,nur noch spd,4,0,7458704674120666390,7458704674120666390,negative
7459022280770700054,2025-01-12 13:36:24,weiter soo,3,0,7458704674120666390,7458704674120666390,positive
7458833909938291478,2025-01-12 01:27:03,,2,0,7458704674120666390,7458704674120666390,negative
7458775443623609110,2025-01-11 21:39:19,,2,0,7458704674120666390,7458704674120666390,negative
7458746311384302338,2025-01-11 19:45:51,deutschland braucht die cdu nicht,2,0,7458704674120666390,7458704674120666390,negative
7459044897153483522,2025-01-12 15:04:06,,1,0,7458704674120666390,7458704674120666390,negative
7459070755650454305,2025-01-12 16:44:31,,0,0,7458704674120666390,7458704674120666390,negative
7458978717525148438,2025-01-12 10:47:19,das ist nicht dein ernst wie sieht es mal mit entlastung der arbeitnehmer und unternehmen aus,0,0,7458704674120666390,7458704674120666390,negative
7458948957215195926,2025-01-12 08:53:01,leere versprechen wie in jedem wahlkampf,0,0,7458704674120666390,7458704674120666390,neutral
7458910384053879584,2025-01-12 06:22:43,warum zahle ich in bonn unter euch immer noch geld für kita warum habt ihr in bonn in den letzten 20 jahren nicht geschafft 23 neue bahnlinien zu bauen warum baut ihr nicht 50000 wohnungen in bonn,0,0,7458704674120666390,7458704674120666390,negative
7458779658007151362,2025-01-11 21:55:39,ich kenne die,0,0,7458704674120666390,7458704674120666390,neutral
7458925058896675606,2025-01-12 07:20:41,"olaf scholz  kanzler für alle 
mehr gerechtigkeit
kein platz für hass
starke mitte faire chancen
er führt deutschland sicher und vereint  für ein besseres morgen ",0,0,7458704674120666390,7458704674120666390,neutral
7465458654918984470,2025-01-29 21:53:22,super afd,21,0,7465391649636486422,7465391649636486422,positive
7465395203206693654,2025-01-29 17:46:50,viele die dieses ereignis relativieren und verharmlosen haben keine ahnung wovon das jetzt erst der anfang ist ,21,0,7465391649636486422,7465391649636486422,neutral
7465395543679894294,2025-01-29 17:48:18,ich bin fassungslos,16,0,7465391649636486422,7465391649636486422,negative
7465394908297036566,2025-01-29 17:45:39,lügner merz muß weg,16,0,7465391649636486422,7465391649636486422,negative
7465403799114138390,2025-01-29 18:20:12,wie kann merz sich im spiegel anschauen so ein verrat an der demokratie kristallnacht deutschland kommt ,11,0,7465391649636486422,7465391649636486422,neutral
7465401005363413782,2025-01-29 18:09:16,unfuckingfassbar,10,0,7465391649636486422,7465391649636486422,negative
