id,like_count,parent_comment_id,reply_count,text,video_id,create_time
7465702142801494806,2,7458745080795434262,1,Viel Erfolg für den Wahlkampf 🥰,7458745080795434262,1738244294
7458745341505798934,2,7458745080795434262,1,🔥🔥🔥,7458745080795434262,1736624531
7461204545658716950,1,7458745080795434262,0,👏👏🌹,7458745080795434262,1737197106
7474001865178071830,1,7458745080795434262,0,Ich freu mich immer wenn ich an das Plakat vorbeigehe ❤️,7458745080795434262,1740176706
7467902546846876438,0,7458745080795434262,4,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/keine-streichung-von-erbschaftssteuerverguenstigungen-beschlussempfehlung Warum haben die so abgestimmt? Gibt es bei ihnen viele Freunde die gut Erben oder sie selbst?,7458745080795434262,1738756606
7469124827820475158,3,7469123981220531478,1,Lübeck stabil 🔥🧱🧯,7469123981220531478,1739041180
7469745408849249046,1,7469123981220531478,0,🩷❤️💚,7469123981220531478,1739185712
7469428284264121110,1,7469123981220531478,1,👏👏🌹,7469123981220531478,1739111845
7469365972073218838,1,7469123981220531478,1,super tim👍,7469123981220531478,1739097339
7469156863230919446,1,7469123981220531478,1,👏👏👏😊😊😊toll,7469123981220531478,1739048642
7472964323644769029,0,7472067219569052930,0,"In nur 5 Tagen habe ich 18.600 € verdient, indem ich 1.100 € im Forex-Handel genutzt habe. Erfahren Sie mehr bei @Erzieher Samuel",7472067219569052930,1739935127
7469888091176977174,3,7469851103560060182,1,Das Macht Hoffnung 💚,7469851103560060182,1739218882
7469916946960532246,2,7469851103560060182,1,"Danke, Lübeck! 💗💗💗 Wir lassen unser schönes Deutschland nicht noch einmal von Nazis zerstören! #wirsinddiebrandmauer",7469851103560060182,1739225606
7469852425258058518,2,7469851103560060182,1,🤝🏼,7469851103560060182,1739210598
7496748787713852182,1,7469851103560060182,0,🥰🥰🥰,7469851103560060182,1745472861
7474405201926193942,2,7474140298239626518,1,❤️,7474140298239626518,1740270671
7473934472287699734,6,7473923101210823958,1,Aber er hat recht!,7473923101210823958,1740160996
7473956249442108182,5,7473923101210823958,0,milliardärsverteidiger in 3 2 1:,7473923101210823958,1740166077
7473936064601834262,3,7473923101210823958,1,Guter Mann!,7473923101210823958,1740161386
7473965194587980566,3,7473923101210823958,1,"gibt's bei der SPD doch noch Genossen, die den Begriff Arbeiterpartei verstehen 👌❤️",7473923101210823958,1740168158
7473938247653065494,0,7473923101210823958,2,Warum ist das eine Maximalforderung? verlangt er 100%?,7473923101210823958,1740161888
7506151463057589014,1,7473912823911828758,0,wirkt überzeugender als der andere Lübecker Robert Habeck,7473912823911828758,1747662088
