id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emoji_sentiment,extracted_emojis
7465038553392825110,2025-01-28 18:42:57,Was Merz sagt ist gegen das Grundgesetz und etliche abkommen sowie Menschenrechte Wie immer bei merz  nichts zuende gedacht,3,0,7465015397410934038,7465015397410934038,neutral,,[]
7465017558522921750,2025-01-28 17:21:30,1 Merz bringt Anträge zur Abstimmung die von 23 der Menschen in diesem Land gewollt sind wenm die AfD zustimmt stimmt sie zu Warum sollte sich die Union vom Abstimmungsverhalten anderer,3,5,7465015397410934038,7465015397410934038,negative,,[]
7465077909368947478,2025-01-28 21:15:33,CDU Bochums Brandmauer so ,2,0,7465015397410934038,7465015397410934038,negative,,['\U0001fae5']
7465077551011332886,2025-01-28 21:14:05,Max spricht Fakten ,2,0,7465015397410934038,7465015397410934038,neutral,1.0,"['\U0001faf3', '🎤']"
7465016505132335894,2025-01-28 17:17:33,"Alles Einheitsparteien der Israelis mit der USA
Wann begreift Ihr das",2,0,7465015397410934038,7465015397410934038,negative,,[]
7465138771102532374,2025-01-29 01:15:48,Hätten uns auch nicht vorstellen können dass die Grünen keine anständige Lösung für unsere Migrationskrise haben Oh doch,1,0,7465015397410934038,7465015397410934038,negative,,['🤔']
7475618938047857430,2025-02-26 07:00:24,,0,0,7465015397410934038,7465015397410934038,negative,1.0,"['🙏', '🙏', '🙏']"
7475431541292663574,2025-02-25 18:52:38,,0,0,7465015397410934038,7465015397410934038,negative,1.0,"['🥰', '🥰', '🥰', '🙏', '🙏']"
7475243555020800790,2025-02-25 06:44:05,,0,0,7465015397410934038,7465015397410934038,negative,1.0,['👍']
7475218271715214102,2025-02-25 05:08:05,,0,0,7465015397410934038,7465015397410934038,negative,1.0,"['🙏', '🙏', '🙏', '🙏', '🙏']"
7475218488198972182,2025-02-25 05:07:48,,0,0,7465015397410934038,7465015397410934038,negative,1.0,"['👏', '👏', '👏', '👏', '👏']"
7475069927998636822,2025-02-24 19:29:35,Ja Anwalt kuban Hoffmeister Vater von Tilmann Politika CDU ja sie haben mein Mann getötet in Barsinghausen Region Hannover,0,0,7465015397410934038,7465015397410934038,neutral,,[]
7474526061008552726,2025-02-23 08:19:31,,0,0,7465015397410934038,7465015397410934038,negative,1.0,"['💙', '💙', '💙']"
7473835614074274582,2025-02-21 11:40:11,Wer sind sie denn sie erzählen doch nur Mist,0,0,7465015397410934038,7465015397410934038,negative,,[]
7472769468276785942,2025-02-18 14:42:39,In einer Demokratie gibt es keine Brandmauer Ein Grossteil der Bevölkerung hätte den Antrag zugestimmt,0,0,7465015397410934038,7465015397410934038,neutral,,[]
7472595294887478018,2025-02-18 03:29:39,,0,0,7465015397410934038,7465015397410934038,negative,1.0,"['🙏', '🙏']"
7472068305379001110,2025-02-16 17:21:53,nur  grün unter 5,0,0,7465015397410934038,7465015397410934038,negative,1.0,"['💙', '💙', '💙']"
7469435636417889046,2025-02-09 15:06:02,,0,0,7465015397410934038,7465015397410934038,negative,1.0,"['🎄', '🎄', '🎄']"
7469435659154703126,2025-02-09 15:05:59,,0,0,7465015397410934038,7465015397410934038,negative,,"['❤️', '❤️', '❤️']"
7469435622761120534,2025-02-09 15:05:56,,0,0,7465015397410934038,7465015397410934038,negative,1.0,"['👍', '👍', '👍']"
7468709384911061762,2025-02-07 16:07:25,Wo haben die den ausgegraben,0,0,7465015397410934038,7465015397410934038,negative,,[]
7465322667584979734,2025-01-29 13:05:43,sei nicht traurig  Doch es geht um Deutschland  Germany First,0,0,7465015397410934038,7465015397410934038,neutral,1.0,"['😂', '😂', '😂', '🇩🇪', '💪']"
7465289822882513686,2025-01-29 10:57:59,Da muss man genau schauen wer wirklich die Nazis sind,0,0,7465015397410934038,7465015397410934038,positive,,[]
7465270501642306326,2025-01-29 09:44:01,CDUCSU  AFD ,0,0,7465015397410934038,7465015397410934038,negative,-1.0,['👎']
7465250057542796054,2025-01-29 08:24:16,Wer sind denn nazis im Bundestag Sind die nicht alle gewählt,0,0,7465015397410934038,7465015397410934038,negative,,[]
7465216613634884374,2025-01-29 06:14:39,Nur AfD,0,0,7465015397410934038,7465015397410934038,negative,,[]
7465140672125109014,2025-01-29 01:23:56,Ich glaube nicht  dass die SPD noch eine demokratische Partei ist Wer andere ausschliesst ist ein undemokrat,0,0,7465015397410934038,7465015397410934038,negative,,[]
7465042591203296022,2025-01-28 18:58:38,Ja hätte ich Wundert mich nicht,0,0,7465015397410934038,7465015397410934038,negative,,[]
7465041604178035478,2025-01-28 18:54:34,Unterstütze den Antrag,0,0,7465015397410934038,7465015397410934038,neutral,,[]
7465039155894993686,2025-01-28 18:44:57,ist ja jetzt nicht das erste Mal dass konservative sich so verhalten ,0,0,7465015397410934038,7465015397410934038,negative,,['🙄']
7465038817637499670,2025-01-28 18:43:45,Wer in der heutigen Zeit andere Nazis nennt hat keinen Anstand und verharmlost die Taten der Nazis,0,0,7465015397410934038,7465015397410934038,neutral,,[]
7465024227733832470,2025-01-28 17:47:03,schwachkopf,2,0,7465015397410934038,7465015397410934038,negative,,[]
7464642300544205590,2025-01-27 17:05:13,So wichtig Ich würde mir wünschen dass alle Menschen sich auf die Bedeutung dieses Satzes jeden Tag aufs Neue einlassen,11,0,7464635039221828886,7464635039221828886,neutral,,[]
7464738638338097942,2025-01-27 23:19:35,Alles was zählt Sei ein Mensch Wir dürfen niemals unsere Menschlichkeit verlieren,7,0,7464635039221828886,7464635039221828886,neutral,,[]
7464659125731148566,2025-01-27 18:10:34,,4,0,7464635039221828886,7464635039221828886,negative,,"['♥️', '♥️', '♥️']"
7464639473194795778,2025-01-27 16:54:21,,4,0,7464635039221828886,7464635039221828886,negative,1.0,['🙏']
7464640551436043030,2025-01-27 16:58:34,,3,0,7464635039221828886,7464635039221828886,negative,1.0,"['🙏', '🙏', '🙏', '🙏', '♥️', '♥️', '♥️', '🙏', '🙏', '🙏', '🙏']"
7464640376483709698,2025-01-27 16:57:48,,3,0,7464635039221828886,7464635039221828886,negative,,"['🤍', '❤️\u200d🩹']"
7464883319517479702,2025-01-28 08:41:07,Sehr weise Worte ich vermisse es mit  und fuss 365 Tagen im Bundestag In einer Wiederholungsgeschte in der wir uns befinden ,2,0,7464635039221828886,7464635039221828886,neutral,1.0,"['✋', '❤']"
7464847713885160214,2025-01-28 06:22:42,,2,0,7464635039221828886,7464635039221828886,negative,1.0,"['👍', '👍', '👍', '❤️', '💚']"
7464750602242622230,2025-01-28 00:06:57,,2,0,7464635039221828886,7464635039221828886,negative,,"['❤️', '❤️']"
7466003094176269078,2025-01-31 09:06:54,SEI EIN MENSCH ,1,0,7464635039221828886,7464635039221828886,neutral,,['🙏🏼']
7465085050772800278,2025-01-28 21:43:21,Danke Marcel Reif,1,0,7464635039221828886,7464635039221828886,positive,,"['🥰', '🥰', '🥰']"
7464986365173170966,2025-01-28 15:20:25,Nach 80 Jahren trauen sie noch Juden aber was ist mit 2 Weltkrieg gefallenen Millionen Deutschen wer denkt an die waren auch Menschen,1,4,7464635039221828886,7464635039221828886,neutral,,[]
7464906150876840726,2025-01-28 10:10:10,,1,0,7464635039221828886,7464635039221828886,negative,1.0,"['👍', '👍', '👍']"
7464820163369059094,2025-01-28 04:38:37,,1,0,7464635039221828886,7464635039221828886,negative,1.0,"['👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍']"
7464809876969407254,2025-01-28 04:01:40,,1,0,7464635039221828886,7464635039221828886,negative,,['🥰']
7495122321569497878,2025-04-19 20:22:39,Warum immer prominente,0,0,7464635039221828886,7464635039221828886,negative,,[]
