id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emoji_sentiment,extracted_emojis
7457597719701046038,2025-01-08 17:28:13,e für nix,0,1,7457551534058900758,7457551534058900758,negative,,[]
7457535577719390998,2025-01-08 13:27:09,sehr cool ,2,1,7457307438430047510,7457307438430047510,positive,1.0,"['😂', '🥰']"
7457329595378303767,2025-01-08 00:08:08,was meinen sie mit ausbildungsgarantie wie soll das funktionieren arbeitgeber suchen sich die aus die sie wollen,2,0,7457307438430047510,7457307438430047510,neutral,,[]
7457307580558230294,2025-01-07 22:42:20,credits an lutz liebscher mdl ,2,0,7457307438430047510,7457307438430047510,neutral,0.5,"['📍', '🤝🏽', '🌹']"
7457539660937708310,2025-01-08 13:43:06,die ausbildungsgarantie zwingt niemanden azubis einzustellen es geht darum mehr ausbildungsplätze in strukturschwachen städtendörfern zu erschaffen  hilfe für menschen die eine ausbildung suchen,1,0,7457307438430047510,7457307438430047510,neutral,,[]
7457341715444941590,2025-01-08 00:55:50,einfach steuern reduzieren und dann müsste man den mindestlohn net erhöhen,1,4,7457307438430047510,7457307438430047510,negative,,[]
7464071300223976214,2025-01-26 04:13:56,,0,0,7457307438430047510,7457307438430047510,negative,1.0,"['🌹', '🌸', '🌹', '🌸', '🌹', '🌸', '🌹', '🌸']"
7464071305147974422,2025-01-26 04:13:45,,0,0,7457307438430047510,7457307438430047510,negative,,"['🧿', '🦋', '🧿', '🦋', '🧿', '🦋', '🦋']"
7464071028307215126,2025-01-26 04:13:38,,0,0,7457307438430047510,7457307438430047510,negative,1.0,"['🌸', '🌺', '🌸', '🌺', '🌸', '🌺', '🌸', '🌺', '🌸']"
7464071106501559062,2025-01-26 04:13:26,,0,0,7457307438430047510,7457307438430047510,negative,,"['🥰', '🥰', '🥰', '🥰', '🥰']"
7457354644260684566,2025-01-08 01:45:57,,0,0,7457307438430047510,7457307438430047510,negative,1.0,"['😂', '😂', '😂']"
7457332174268039958,2025-01-08 00:18:31,spd herr wolski ist bereits in einer jva wegen kindesmbrauch weiss man da schon was neues,0,1,7457307438430047510,7457307438430047510,negative,,[]
7456844712398373654,2025-01-06 16:46:06,niemals mehr ihr habt die chance gehabt und habt diese an die grünen verkauft,6,0,7456831435769515286,7456831435769515286,negative,,[]
7456833974002811670,2025-01-06 16:04:27,spd nein danke,6,3,7456831435769515286,7456831435769515286,negative,,[]
7456865420969607958,2025-01-06 18:06:29,die beste wahl,3,1,7456831435769515286,7456831435769515286,positive,,['💪🏻']
7456847040758711062,2025-01-06 16:55:22,mehr für dich  besser für den kreis unna ,3,2,7456831435769515286,7456831435769515286,neutral,,['🥰']
7456845334910157590,2025-01-06 16:48:36,niemals wieder diese spd,3,0,7456831435769515286,7456831435769515286,negative,,[]
7456867430385648406,2025-01-06 18:14:22,niemals altparteienuhr bekommt einfach nix auf die reihedarum nur die afd,2,0,7456831435769515286,7456831435769515286,negative,1.0,"['💙', '💙', '💙', '💙', '💙', '💙', '💙']"
7464071679833047830,2025-01-26 04:14:16,,1,0,7456831435769515286,7456831435769515286,negative,1.0,"['🙏', '🇩🇪', '🙏', '🇩🇪', '🙏', '🇩🇪', '🙏', '🇩🇪', '🙏', '🇩🇪']"
7456877400967856918,2025-01-06 18:53:03,,1,0,7456831435769515286,7456831435769515286,negative,1.0,"['💙', '👍', '💙', '👍']"
7456872558777467670,2025-01-06 18:34:13,,1,0,7456831435769515286,7456831435769515286,negative,1.0,"['💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '🗿']"
7456866982018122518,2025-01-06 18:12:32,von der spd habe ich mich verabschiedet  afd,1,0,7456831435769515286,7456831435769515286,negative,1.0,"['💙', '💙', '💙', '💙']"
7456866324662403862,2025-01-06 18:10:05,warum haben wir das nicht ihr wart 16 jahre mit der merkel an der macht jetzt auch nochmal und was ist passiert ihr habt alles noch schlechter gemacht,1,0,7456831435769515286,7456831435769515286,negative,,[]
7456853750129853186,2025-01-06 17:21:10,ihr wart doch 3 12 jahre an der macht warum habt ihr es nicht umgesetzt  ihr könnt nur versprechen wenn es um die stimme für eure macht geht die einzige rente die steigt ist ihre eigene,1,0,7456831435769515286,7456831435769515286,negative,,[]
7464071101992977174,2025-01-26 04:14:34,,0,0,7456831435769515286,7456831435769515286,negative,,"['🧿', '🇩🇪', '🧿', '🇩🇪', '🧿', '🇩🇪', '🧿', '🇩🇪', '🧿', '🇩🇪', '🧿', '🇩🇪']"
7464071557942772502,2025-01-26 04:14:25,,0,0,7456831435769515286,7456831435769515286,negative,1.0,"['🌺', '🇩🇪', '🌺', '🇩🇪', '🌺', '🇩🇪', '🌺', '🇩🇪', '🌺', '🇩🇪']"
7464071488292324119,2025-01-26 04:14:09,,0,0,7456831435769515286,7456831435769515286,negative,,"['🥰', '🥰', '🥰', '🥰', '🥰', '🥰']"
