id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emoji_sentiment,extracted_emojis
7458404679107592982,2025-01-10 21:40:18,Das wird wohl nichts werden zum Glück,0,0,7457942162257300758,7457942162257300758,neutral,,[]
7457920368830858006,2025-01-09 14:20:21,wer umweltbewusst ist verzichtet auf Plakate Als ob jemand sich für eine Partei entscheidet weil die Plakate besonders hübsch sind,3,2,7457913175133064471,7457913175133064471,neutral,,[]
7462120938294149910,2025-01-20 22:01:14,Auf die größe kommts doch gar nich ansondeen aif die Technik wie man bindet oderODER,2,0,7457913175133064471,7457913175133064471,negative,,[]
7467988075290837782,2025-02-05 17:28:28,das schreit nach einer Fädelparty ,0,0,7457913175133064471,7457913175133064471,neutral,1.0,['😅']
7462264572486681366,2025-01-21 07:19:30,Ja genau  nur die echt harten Plakatierteams kennen diese Problematiken Viel Erfolg wünscht dir der SPD Ortsverein Schorndorf aus dem wilden Süden ,0,0,7457913175133064471,7457913175133064471,negative,1.0,"['😂', '\U0001faf6🏼']"
7458548619362632480,2025-01-11 06:59:05,Alle Wahlolakate sind Plastikmüll ohne Ende,0,0,7457913175133064471,7457913175133064471,neutral,,[]
7457921210019676950,2025-01-09 14:23:37,Plakate zum Plakatieren Unfassbar,0,1,7457913175133064471,7457913175133064471,negative,,[]
7457586899478709014,2025-01-08 16:46:15,Selbst die Amis machen sich schon lustig darüber wie krass musk die AfD und deren Wähler manipuliert und das ist krank,2,0,7457584282194791702,7457584282194791702,negative,,[]
7457586580007535382,2025-01-08 16:45:06,Die die es verstehen müssten werden es nicht verstehen ,2,0,7457584282194791702,7457584282194791702,neutral,-1.0,['😭']
7457727401478587158,2025-01-09 01:53:10,Musk ist wie die AFD gegen Gewerkschaftenso kann er seine Arbeiter noch mehr ausbeutenDenn die Schweden gabe haben ihm schon die Stirn geboten das will er in Deutschland natürlich nicht,1,0,7457584282194791702,7457584282194791702,negative,,[]
7457614705542464278,2025-01-08 18:34:06,AfD Wähler sind eher gegen EMobilität Mit der Unterstützung der AfD will er diese Käuferschicht zu seinen Teslas bringen,1,1,7457584282194791702,7457584282194791702,negative,,[]
7467460728899797782,2025-02-04 07:22:25,Deutschland war mal das Land was in der Welt sehr geschätzt wurdeSeid 3 Jahren rot  grün  dabei uns selbst abzuschaffen,0,0,7457584282194791702,7457584282194791702,neutral,,[]
7458404935852376854,2025-01-10 21:41:03,Weil er euch nicht unterstützten will ganz einfach,0,0,7457584282194791702,7457584282194791702,negative,,[]
7457688229682578198,2025-01-08 23:19:51,und er darf seine MEINUNG nicht sagen ,0,0,7457584282194791702,7457584282194791702,neutral,,[]
7457610153150464790,2025-01-08 18:16:31,sind halt bei beide Rechte faschos lol,0,0,7457584282194791702,7457584282194791702,negative,,[]
7457605930089349910,2025-01-08 18:00:07,und warum ist Liberalismus jetzt schlecht steht ja für Freiheit,0,6,7457584282194791702,7457584282194791702,neutral,,[]
7457604094779097878,2025-01-08 17:52:59,Hetze und Lügen haben einen Namen  AfD,0,0,7457584282194791702,7457584282194791702,negative,,[]
7457585834144531223,2025-01-08 16:42:12,Danke für die gute Einordnung Für mich ist Elon the Musked President keine gute Entwicklung zumal die AFDler in ihm den Retter der wahren Meinungsfreiheit sehen Grotesk,0,0,7457584282194791702,7457584282194791702,negative,,[]
7461400354816541462,2025-01-18 23:25:23,,0,0,7461202403346468118,7461202403346468118,negative,0.0,"['✨', '✨', '✨']"
7461202430169973526,2025-01-18 10:37:11,,0,0,7461202403346468118,7461202403346468118,negative,0.0,['🔥']
7460893366474670870,2025-01-17 14:37:41,Oh man  bei den Leuten die die SPD hat kann man schon Mitleid haben,0,0,7460882494422846742,7460882494422846742,negative,,[]
7477176627493323526,2025-03-02 11:45:03,,0,0,7459093257167867158,7459093257167867158,negative,1.0,"['💋', '💋', '🥰', '🥰', '🥰']"
7474567715556475670,2025-02-23 11:01:03,Wählen nicht vergessen,0,0,7464633832927431958,7464633832927431958,positive,,['\U0001fa77']
7474567640662229782,2025-02-23 11:00:33,,0,0,7464633832927431958,7464633832927431958,negative,,"['\U0001fa77', '\U0001fa77', '\U0001fa77', '\U0001fa77', '\U0001fa77']"
7465581455805793046,2025-01-30 05:50:43,,0,0,7464633832927431958,7464633832927431958,negative,1.0,"['💐', '💐', '💐']"
7464641965675168534,2025-01-27 17:03:57,,0,3,7464633832927431958,7464633832927431958,negative,1.0,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']"
7464637519499920150,2025-01-27 16:46:54,danke,0,0,7464633832927431958,7464633832927431958,positive,,['❤️']
7463152302884684546,2025-01-23 16:43:15,Richtig gut,0,0,7463146298301009174,7463146298301009174,positive,,[]
7463033169798595350,2025-01-23 09:01:57,Warum jetzt vor den Wahlen warum nicht früher,4,1,7462788338244701462,7462788338244701462,negative,,[]
7462796976753804055,2025-01-22 17:44:15,Guter Witz  hast du den von Daniel Wolski,4,0,7462788338244701462,7462788338244701462,negative,1.0,"['😂', '😂', '😂', '😂']"
7464876425864135446,2025-01-28 08:14:42,nicht wählbar,3,0,7462788338244701462,7462788338244701462,negative,,[]
7465670659781247766,2025-01-30 11:36:18,niemals der vergessliche Scholz,1,0,7462788338244701462,7462788338244701462,neutral,,[]
7465595375500493590,2025-01-30 06:43:56,Nach der Wahl kann er er sich dann an nichts erinnern,1,0,7462788338244701462,7462788338244701462,neutral,,[]
7464877145531073302,2025-01-28 08:17:27,,1,0,7462788338244701462,7462788338244701462,negative,1.0,"['🙈', '🙈']"
7464857375867863830,2025-01-28 07:00:42,Genauseit Januar bekomm ich 10 Euro weniger Danke für nichts,1,0,7462788338244701462,7462788338244701462,negative,1.0,['😢']
7464659007409357590,2025-01-27 18:10:03,Nein nie wieder SPD ,1,0,7462788338244701462,7462788338244701462,negative,1.0,"['😁', '😁', '😁', '😁', '😁', '😁']"
7464194259790218006,2025-01-26 12:06:24,Nur SPD ,1,0,7462788338244701462,7462788338244701462,negative,1.0,"['❤️', '👍']"
7463375002789315350,2025-01-24 07:08:10,SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD SPD,1,0,7462788338244701462,7462788338244701462,positive,,[]
7467538080195691286,2025-02-04 12:22:25,An der Spitze regiert eine Elite skrupellos und unantastbar Sie macht was sie will  ohne Widerstand ohne Konsequenzen Wahlen Eine Farce Nichts ändert sich egal wohin das Kreuz gesetzt wird Wir sind keine Bürger mehr keine Stimmen in einer Demokratie  wir sind nur noch Marionetten in einem düsteren Gruselkabinett gelenkt von denen die alle Fäden in der Hand halten Unsere Demokratie Tot Unsere Mitbestimmung Nie mehr als ein gut inszeniertes Schauspiel Es gibt keine Chance kein Entkommen  das System gehört ihnen und wir spielen nur die Statisten in ihrem Machtspiel Läuft doch oder Und jetzt Grundnahrungsmittel billiger wow das Geld stecken sich die Einzelhändler ein Super Geschichte,0,0,7462788338244701462,7462788338244701462,negative,,[]
7467046769009099542,2025-02-03 04:38:35,Olaf in 2 der größten Skandale verwickelt und zudem Gedächtnislücken niemals SPD,0,0,7462788338244701462,7462788338244701462,negative,,[]
7466372363719443222,2025-02-01 08:58:52,Aber ich kann mich so schlecht erinnern,0,0,7462788338244701462,7462788338244701462,neutral,,['\U0001fae3']
7466372147855737622,2025-02-01 08:58:12,Hat da nicht auch irgend jemand ein Versprechen abgegeben,0,0,7462788338244701462,7462788338244701462,negative,,[]
